0	0.138706
1	0.008000
2	0.008000
3	0.008000
4	0.008000
5	0.008000
6	0.008000
7	0.008000
8	0.008000
9	0.008000
10	0.008000
11	0.008000
12	0.008000
13	0.008000
14	0.008000
15	0.008000
16	0.008000
17	0.008000
18	0.008000
19	0.008000
20	0.008000
21	0.008000
22	0.008000
23	0.008000
24	0.008000
25	0.008000
26	0.008000
27	0.008000
28	0.008000
29	0.008000
30	0.008000
31	0.008000
32	0.008000
33	0.008000
34	0.008000
35	0.008000
36	0.008000
37	0.008000
38	0.008000
39	0.008000
40	0.008000
41	0.008000
42	0.008000
43	0.008000
44	0.008000
45	0.008000
46	0.008000
47	0.008000
48	0.008000
49	0.008000
50	0.008000
51	0.008000
52	0.008000
53	0.008000
54	0.008000
55	0.008000
56	0.008000
57	0.008000
58	0.008000
59	0.008000
60	0.008000
61	0.008000
62	0.008000
63	0.008000
64	0.008000
65	0.008000
66	0.008000
67	0.008000
68	0.008000
69	0.008000
70	0.008000
71	0.008000
72	0.008000
73	0.008000
74	0.008000
75	0.008000
76	0.008000
77	0.008000
78	0.008000
79	0.008000
80	0.008000
81	0.008000
82	0.008000
83	0.008000
84	0.008000
85	0.008000
86	0.008000
87	0.008000
88	0.008000
89	0.008000
90	0.008000
91	0.008000
92	0.008000
93	0.008000
94	0.008000
95	0.008000
96	0.008000
97	0.008000
98	0.008000
99	0.008000
100	0.008000
101	0.008000
102	0.008000
103	0.008000
104	0.008000
105	0.008000
106	0.008000
107	0.008000
108	0.008000
109	0.008000
110	0.008000
111	0.008000
112	0.008000
113	0.008000
114	0.008000
115	0.008000
116	0.008000
117	0.008000
118	0.008000
119	0.008000
120	0.008000
121	0.010296
122	0.009600
123	0.004706
124	0.007398
125	0.008000
126	0.008000
127	0.008000
128	0.008000
129	0.008000
130	0.014494
131	0.009600
132	0.009600
133	0.004706
134	0.004706
135	0.004894
136	0.008000
137	0.008000
138	0.008000
139	0.014494
140	0.014494
141	0.014494
142	0.014494
143	0.004706
144	0.004706
145	0.004706
146	0.004706
147	0.004706
148	0.014494
149	0.014494
150	0.014494
151	0.014494
152	0.014494
154	0.007247
155	0.009600
156	0.004706
157	0.004706
158	0.014494
160	0.007247
161	0.009600
164	0.008094
166	0.007247
167	0.009600
168	0.004706
169	0.004706
170	0.004706
171	0.009600
172	0.004705
173	0.004706
174	0.004706
175	0.004706
176	0.004706
177	0.004706
178	0.004706
179	0.004706
180	0.004706
181	0.004705
182	0.006777
183	0.008000
184	0.014494
185	0.004706
186	0.004800
187	0.008000
188	0.008000
189	0.008000
190	0.008000
191	0.008000
192	0.008000
193	0.014494
194	0.014494
195	0.004706
196	0.004706
197	0.004706
198	0.004894
199	0.008000
200	0.008000
201	0.008000
202	0.014494
203	0.014494
204	0.014494
205	0.004706
206	0.004706
207	0.004706
208	0.004706
209	0.004706
210	0.004988
211	0.014494
212	0.004706
213	0.014494
214	0.014494
215	0.014494
216	0.014494
217	0.009600
218	0.014494
219	0.004706
220	0.009600
221	0.004706
222	0.004706
223	0.004706
224	0.004706
225	0.004706
226	0.014494
227	0.014494
228	0.014494
229	0.009600
230	0.004706
232	0.007247
233	0.009600
234	0.004706
235	0.004706
236	0.004706
237	0.009600
238	0.009600
239	0.009600
240	0.009600
241	0.014494
242	0.009600
243	0.004706
244	0.009600
245	0.009600
246	0.009600
247	0.004706
248	0.004706
249	0.009600
250	0.009600
251	0.004705
252	0.009600
253	0.009600
254	0.009600
255	0.009600
256	0.004706
257	0.004706
258	0.009600
259	0.009600
260	0.009600
261	0.004706
262	0.004706
263	0.004706
264	0.004706
265	0.004706
266	0.004705
267	0.004706
268	0.004706
269	0.004706
270	0.004706
271	0.004706
272	0.004706
273	0.006494
274	0.014494
275	0.004706
276	0.004800
277	0.008000
278	0.008000
279	0.008000
